Collection in Repository,Collection Number,Location in Collection,Object,Container Type,MastersName,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum,MasterFilePath,MasterFileSize,MasterSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 51",folder,03823_0022_0051.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1745,1930.jp2,Content/03823/image/1930.jp2,9960255 Bytes,9960255,bucket\03823_nccic\03823_0022\03823_0022_0051.tif,20245507 Bytes,20245507
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 65",folder,03823_0022_0065.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1746,1250.jp2,Content/03823/image/1250.jp2,6380906 Bytes,6380906,bucket\03823_nccic\03823_0022\03823_0022_0065.tif,16687044 Bytes,16687044
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 31: Financial and legal materials, 1946: Scan 28",folder,03823_0031_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1747,1226.jp2,Content/03823/image/1226.jp2,8509033 Bytes,8509033,bucket\03823_nccic\03823_0031\03823_0031_0028.tif,23580662 Bytes,23580662
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 35: Financial and legal materials, 1947: Scan 15",folder,03823_0035_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1748,1750.jp2,Content/03823/image/1750.jp2,7952908 Bytes,7952908,bucket\03823_nccic\03823_0035\03823_0035_0015.tif,18531565 Bytes,18531565
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 26: Correspondence, 1947-1948: Scan 18",folder,03823_0026_0018.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1749,1082.jp2,Content/03823/image/1082.jp2,7574924 Bytes,7574924,bucket\03823_nccic\03823_0026\03823_0026_0018.tif,22710512 Bytes,22710512
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 27: Correspondence, 1949: Scan 15",folder,03823_0027_0015.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1750,1257.jp2,Content/03823/image/1257.jp2,5454310 Bytes,5454310,bucket\03823_nccic\03823_0027\03823_0027_0015.tif,14203081 Bytes,14203081
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 41",folder,03823_0022_0041.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1751,1496.jp2,Content/03823/image/1496.jp2,6253743 Bytes,6253743,bucket\03823_nccic\03823_0022\03823_0022_0041.tif,16540547 Bytes,16540547
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 27: Correspondence, 1949: Scan 48",folder,03823_0027_0048.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1752,1395.jp2,Content/03823/image/1395.jp2,4429027 Bytes,4429027,bucket\03823_nccic\03823_0027\03823_0027_0048.tif,13028068 Bytes,13028068
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 33: Financial and legal materials, 1947: Scan 23",folder,03823_0033_0023.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1753,1195.jp2,Content/03823/image/1195.jp2,1053054 Bytes,1053054,bucket\03823_nccic\03823_0033\03823_0033_0023.tif,3300547 Bytes,3300547
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 24: Correspondence, 1947-1948: Scan 13",folder,03823_0024_0013.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1754,1517.jp2,Content/03823/image/1517.jp2,6785402 Bytes,6785402,bucket\03823_nccic\03823_0024\03823_0024_0013.tif,17090161 Bytes,17090161
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 36: Financial and legal materials, 1947: Scan 29",folder,03823_0036_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1755,1689.jp2,Content/03823/image/1689.jp2,7004855 Bytes,7004855,bucket\03823_nccic\03823_0036\03823_0036_0029.tif,17548726 Bytes,17548726
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 27: Correspondence, 1949: Scan 35",folder,03823_0027_0035.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1756,1511.jp2,Content/03823/image/1511.jp2,5074358 Bytes,5074358,bucket\03823_nccic\03823_0027\03823_0027_0035.tif,13786132 Bytes,13786132
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 27: Correspondence, 1949: Scan 44",folder,03823_0027_0044.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1757,1722.jp2,Content/03823/image/1722.jp2,2915225 Bytes,2915225,bucket\03823_nccic\03823_0027\03823_0027_0044.tif,8831345 Bytes,8831345
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 24: Correspondence, 1947-1948: Scan 48",folder,03823_0024_0048.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1758,1090.jp2,Content/03823/image/1090.jp2,7903290 Bytes,7903290,bucket\03823_nccic\03823_0024\03823_0024_0048.tif,18319947 Bytes,18319947
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 31: Financial and legal materials, 1946: Scan 90",folder,03823_0031_0090.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1759,1130.jp2,Content/03823/image/1130.jp2,7879896 Bytes,7879896,bucket\03823_nccic\03823_0031\03823_0031_0090.tif,22795469 Bytes,22795469
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 69",folder,03823_0022_0069.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1760,1813.jp2,Content/03823/image/1813.jp2,6665240 Bytes,6665240,bucket\03823_nccic\03823_0022\03823_0022_0069.tif,16962983 Bytes,16962983
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 28: Correspondence, 1949: Scan 42",folder,03823_0028_0042.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1761,1450.jp2,Content/03823/image/1450.jp2,4272032 Bytes,4272032,bucket\03823_nccic\03823_0028\03823_0028_0042.tif,12746496 Bytes,12746496
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 35: Financial and legal materials, 1947: Scan 67",folder,03823_0035_0067.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1762,1431.jp2,Content/03823/image/1431.jp2,1131888 Bytes,1131888,bucket\03823_nccic\03823_0035\03823_0035_0067.tif,3407931 Bytes,3407931
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 31: Financial and legal materials, 1946: Scan 1",folder,03823_0031_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1763,1748.jp2,Content/03823/image/1748.jp2,13284325 Bytes,13284325,bucket\03823_nccic\03823_0031\03823_0031_0001.tif,28587457 Bytes,28587457
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 24: Correspondence, 1947-1948: Scan 29",folder,03823_0024_0029.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1764,1672.jp2,Content/03823/image/1672.jp2,7926969 Bytes,7926969,bucket\03823_nccic\03823_0024\03823_0024_0029.tif,18169719 Bytes,18169719
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 36: Financial and legal materials, 1947: Scan 4",folder,03823_0036_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1765,1414.jp2,Content/03823/image/1414.jp2,4755788 Bytes,4755788,bucket\03823_nccic\03823_0036\03823_0036_0004.tif,11948277 Bytes,11948277
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 31: Financial and legal materials, 1946: Scan 41",folder,03823_0031_0041.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1766,1781.jp2,Content/03823/image/1781.jp2,7255158 Bytes,7255158,bucket\03823_nccic\03823_0031\03823_0031_0041.tif,22557369 Bytes,22557369
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 23: Correspondence, 1947-1948: Scan 9",folder,03823_0023_0009.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1767,1975.jp2,Content/03823/image/1975.jp2,7207488 Bytes,7207488,bucket\03823_nccic\03823_0023\03823_0023_0009.tif,17495011 Bytes,17495011
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 32: Financial and legal materials, 1947: Scan 11",folder,03823_0032_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1768,1025.jp2,Content/03823/image/1025.jp2,3692745 Bytes,3692745,bucket\03823_nccic\03823_0032\03823_0032_0011.tif,17855060 Bytes,17855060
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 39",folder,03823_0039_0039.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1769,1707.jp2,Content/03823/image/1707.jp2,1284544 Bytes,1284544,bucket\03823_nccic\03823_0039\03823_0039_0039.tif,4015101 Bytes,4015101
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 30: Financial and legal materials, 1928-1945: Scan 11",folder,03823_0030_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1770,1102.jp2,Content/03823/image/1102.jp2,12718405 Bytes,12718405,bucket\03823_nccic\03823_0030\03823_0030_0011.tif,23101614 Bytes,23101614
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 38: Financial and legal materials, 1947: Scan 28",folder,03823_0038_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1771,1452.jp2,Content/03823/image/1452.jp2,1295083 Bytes,1295083,bucket\03823_nccic\03823_0038\03823_0038_0028.tif,4063019 Bytes,4063019
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 22: Correspondence, 1947-1948: Scan 39",folder,03823_0022_0039.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1772,1348.jp2,Content/03823/image/1348.jp2,8539871 Bytes,8539871,bucket\03823_nccic\03823_0022\03823_0022_0039.tif,18898157 Bytes,18898157
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 27: Correspondence, 1949: Scan 5",folder,03823_0027_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1773,1307.jp2,Content/03823/image/1307.jp2,6197891 Bytes,6197891,bucket\03823_nccic\03823_0027\03823_0027_0005.tif,15342330 Bytes,15342330
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 1. Correspondence, 1922-1949. / Subseries 1.3. Correspondence, 1946-1949.","Folder 24: Correspondence, 1947-1948: Scan 2",folder,03823_0024_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1774,1525.jp2,Content/03823/image/1525.jp2,9111385 Bytes,9111385,bucket\03823_nccic\03823_0024\03823_0024_0002.tif,19561778 Bytes,19561778
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 2. Financial and Legal Materials, 1928-1949.","Folder 39: Financial and legal materials, 1947: Scan 6",folder,03823_0039_0006.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-01-26,2012-01-26,1775,1906.jp2,Content/03823/image/1906.jp2,4911437 Bytes,4911437,bucket\03823_nccic\03823_0039\03823_0039_0006.tif,13580437 Bytes,13580437
