Collection in Repository,Collection Number,Location in Collection,Object,Container Type,filename,Usage Rights,Date created,Date modified,Object number,AccessName,AccessFilePath,AccessFileSize,AccessSizeNum
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 4,folder,03823_0072_0004.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4101,4084.jp2,Content/03823/image/4084.jp2,5224530 Bytes,5224530
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 28,folder,03823_0069_0028.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4102,4500.jp2,Content/03823/image/4500.jp2,13538349 Bytes,13538349
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 65,folder,03823_0072_0065.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4103,3625.jp2,Content/03823/image/3625.jp2,5462714 Bytes,5462714
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 92,folder,03823_0067_0092.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4104,3788.jp2,Content/03823/image/3788.jp2,7017450 Bytes,7017450
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 109,folder,03823_0067_0109.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4105,3682.jp2,Content/03823/image/3682.jp2,7170103 Bytes,7170103
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 45,folder,03823_0071_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4106,4028.jp2,Content/03823/image/4028.jp2,2233367 Bytes,2233367
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 91,folder,03823_0070_0091.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4107,4067.jp2,Content/03823/image/4067.jp2,1224240 Bytes,1224240
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 115",folder,03823_0064_0115.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4108,3611.jp2,Content/03823/image/3611.jp2,5866258 Bytes,5866258
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 68: Miscellaneous printed material: Scan 12,folder,03823_0068_0012.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4109,3917.jp2,Content/03823/image/3917.jp2,27148393 Bytes,27148393
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 57,folder,03823_0067_0057.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4110,3907.jp2,Content/03823/image/3907.jp2,8103345 Bytes,8103345
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 109",folder,03823_0064_0109.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4111,4097.jp2,Content/03823/image/4097.jp2,3735961 Bytes,3735961
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 2,folder,03823_0072_0002.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4112,3654.jp2,Content/03823/image/3654.jp2,1809968 Bytes,1809968
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 104,folder,03823_0070_0104.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4113,3822.jp2,Content/03823/image/3822.jp2,21540090 Bytes,21540090
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 27",folder,03823_0065_0027.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4114,3910.jp2,Content/03823/image/3910.jp2,8824859 Bytes,8824859
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 169",folder,03823_0065_0169.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4115,3963.jp2,Content/03823/image/3963.jp2,8223842 Bytes,8223842
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 49",folder,03823_0064_0049.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4116,4225.jp2,Content/03823/image/4225.jp2,6736514 Bytes,6736514
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 64,folder,03823_0070_0064.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4117,4590.jp2,Content/03823/image/4590.jp2,6149746 Bytes,6149746
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 23",folder,03823_0066_0023.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4118,4435.jp2,Content/03823/image/4435.jp2,4017903 Bytes,4017903
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 61,folder,03823_0072_0061.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4119,4266.jp2,Content/03823/image/4266.jp2,3694587 Bytes,3694587
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 128",folder,03823_0064_0128.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4120,4058.jp2,Content/03823/image/4058.jp2,5103798 Bytes,5103798
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 14,folder,03823_0071_0014.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4121,3984.jp2,Content/03823/image/3984.jp2,2463101 Bytes,2463101
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 64,folder,03823_0069_0064.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4122,3909.jp2,Content/03823/image/3909.jp2,3909503 Bytes,3909503
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 78,folder,03823_0069_0078.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4123,3881.jp2,Content/03823/image/3881.jp2,11653796 Bytes,11653796
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 101,folder,03823_0071_0101.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4124,4440.jp2,Content/03823/image/4440.jp2,3945915 Bytes,3945915
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 134,folder,03823_0067_0134.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4125,4029.jp2,Content/03823/image/4029.jp2,9423435 Bytes,9423435
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 53,folder,03823_0071_0053.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4126,4524.jp2,Content/03823/image/4524.jp2,5384001 Bytes,5384001
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 12,folder,03823_0072_0012.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4127,3886.jp2,Content/03823/image/3886.jp2,2639651 Bytes,2639651
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 37,folder,03823_0067_0037.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4128,3629.jp2,Content/03823/image/3629.jp2,15394677 Bytes,15394677
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 68: Miscellaneous printed material: Scan 23,folder,03823_0068_0023.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4129,3968.jp2,Content/03823/image/3968.jp2,7819220 Bytes,7819220
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 104,folder,03823_0071_0104.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4130,3875.jp2,Content/03823/image/3875.jp2,9045563 Bytes,9045563
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 45,folder,03823_0072_0045.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4131,4053.jp2,Content/03823/image/4053.jp2,5638906 Bytes,5638906
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 120",folder,03823_0064_0120.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4132,4409.jp2,Content/03823/image/4409.jp2,7719650 Bytes,7719650
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 10",folder,03823_0064_0010.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4133,4219.jp2,Content/03823/image/4219.jp2,5674863 Bytes,5674863
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 123,folder,03823_0067_0123.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4134,4401.jp2,Content/03823/image/4401.jp2,12631836 Bytes,12631836
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 157",folder,03823_0065_0157.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4135,4122.jp2,Content/03823/image/4122.jp2,2853071 Bytes,2853071
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 27,folder,03823_0071_0027.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4136,4381.jp2,Content/03823/image/4381.jp2,3051967 Bytes,3051967
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 47,folder,03823_0070_0047.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4137,4280.jp2,Content/03823/image/4280.jp2,25381886 Bytes,25381886
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 1,folder,03823_0072_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4138,3719.jp2,Content/03823/image/3719.jp2,2517706 Bytes,2517706
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 94,folder,03823_0070_0094.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4139,4297.jp2,Content/03823/image/4297.jp2,5722340 Bytes,5722340
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 22,folder,03823_0069_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4140,4075.jp2,Content/03823/image/4075.jp2,9027709 Bytes,9027709
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 27",folder,03823_0064_0027.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4141,4481.jp2,Content/03823/image/4481.jp2,12750142 Bytes,12750142
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 13,folder,03823_0071_0013.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4142,3677.jp2,Content/03823/image/3677.jp2,3236224 Bytes,3236224
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 22",folder,03823_0065_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4143,4458.jp2,Content/03823/image/4458.jp2,4383337 Bytes,4383337
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 93",folder,03823_0065_0093.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4144,4560.jp2,Content/03823/image/4560.jp2,5275362 Bytes,5275362
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 77,folder,03823_0071_0077.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4145,3850.jp2,Content/03823/image/3850.jp2,3596380 Bytes,3596380
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 40,folder,03823_0070_0040.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4146,4542.jp2,Content/03823/image/4542.jp2,3901277 Bytes,3901277
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 22",folder,03823_0064_0022.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4147,4277.jp2,Content/03823/image/4277.jp2,4921111 Bytes,4921111
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 95",folder,03823_0064_0095.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4148,4493.jp2,Content/03823/image/4493.jp2,6389928 Bytes,6389928
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 62,folder,03823_0069_0062.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4149,4383.jp2,Content/03823/image/4383.jp2,3843388 Bytes,3843388
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 13,folder,03823_0067_0013.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4150,4236.jp2,Content/03823/image/4236.jp2,3796171 Bytes,3796171
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 33",folder,03823_0065_0033.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4151,4140.jp2,Content/03823/image/4140.jp2,6091588 Bytes,6091588
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 5",folder,03823_0064_0005.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4152,3991.jp2,Content/03823/image/3991.jp2,4943604 Bytes,4943604
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 118",folder,03823_0065_0118.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4153,4529.jp2,Content/03823/image/4529.jp2,3928124 Bytes,3928124
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 89,folder,03823_0067_0089.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4154,3943.jp2,Content/03823/image/3943.jp2,4753895 Bytes,4753895
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 125,folder,03823_0067_0125.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4155,3750.jp2,Content/03823/image/3750.jp2,9408458 Bytes,9408458
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 78",folder,03823_0064_0078.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4156,4364.jp2,Content/03823/image/4364.jp2,4947235 Bytes,4947235
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 1,folder,03823_0069_0001.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4157,4284.jp2,Content/03823/image/4284.jp2,11674896 Bytes,11674896
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 71,folder,03823_0067_0071.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4158,4346.jp2,Content/03823/image/4346.jp2,10679845 Bytes,10679845
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 30,folder,03823_0071_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4159,3789.jp2,Content/03823/image/3789.jp2,2494801 Bytes,2494801
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 112",folder,03823_0065_0112.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4160,3864.jp2,Content/03823/image/3864.jp2,6454536 Bytes,6454536
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 72: Miscellaneous printed material: Scan 11,folder,03823_0072_0011.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4161,3642.jp2,Content/03823/image/3642.jp2,4663589 Bytes,4663589
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 94,folder,03823_0067_0094.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4162,3965.jp2,Content/03823/image/3965.jp2,7067475 Bytes,7067475
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 92",folder,03823_0064_0092.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4163,4307.jp2,Content/03823/image/4307.jp2,5754349 Bytes,5754349
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 70: Miscellaneous printed material: Scan 62,folder,03823_0070_0062.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4164,3676.jp2,Content/03823/image/3676.jp2,6206017 Bytes,6206017
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 93,folder,03823_0071_0093.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4165,3717.jp2,Content/03823/image/3717.jp2,5151500 Bytes,5151500
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 64: Printed material: CIC, 1926-1942 and undated: Scan 96",folder,03823_0064_0096.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4166,3962.jp2,Content/03823/image/3962.jp2,5768186 Bytes,5768186
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 69: Miscellaneous printed material: Scan 50,folder,03823_0069_0050.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4167,4537.jp2,Content/03823/image/4537.jp2,13144067 Bytes,13144067
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 48,folder,03823_0067_0048.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4168,3832.jp2,Content/03823/image/3832.jp2,11107684 Bytes,11107684
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 62",folder,03823_0065_0062.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4169,3640.jp2,Content/03823/image/3640.jp2,2340864 Bytes,2340864
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 80,folder,03823_0067_0080.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4170,4513.jp2,Content/03823/image/4513.jp2,899714 Bytes,899714
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 61,folder,03823_0071_0061.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4171,4137.jp2,Content/03823/image/4137.jp2,8183821 Bytes,8183821
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 111,folder,03823_0067_0111.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4172,3985.jp2,Content/03823/image/3985.jp2,7135731 Bytes,7135731
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 16,folder,03823_0067_0016.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4173,4178.jp2,Content/03823/image/4178.jp2,15290945 Bytes,15290945
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 56,folder,03823_0067_0056.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4174,3831.jp2,Content/03823/image/3831.jp2,3432567 Bytes,3432567
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 66: Printed material: Southern Regional Council, 1945-1946 and undated: Scan 40",folder,03823_0066_0040.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4175,3972.jp2,Content/03823/image/3972.jp2,2555861 Bytes,2555861
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 165",folder,03823_0065_0165.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4176,3605.jp2,Content/03823/image/3605.jp2,3877734 Bytes,3877734
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 71: Miscellaneous printed material: Scan 34,folder,03823_0071_0034.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4177,4519.jp2,Content/03823/image/4519.jp2,2484161 Bytes,2484161
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 68: Miscellaneous printed material: Scan 30,folder,03823_0068_0030.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4178,4587.jp2,Content/03823/image/4587.jp2,9225630 Bytes,9225630
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 68: Miscellaneous printed material: Scan 32,folder,03823_0068_0032.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4179,4017.jp2,Content/03823/image/4017.jp2,8343888 Bytes,8343888
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 3",folder,03823_0065_0003.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4180,4318.jp2,Content/03823/image/4318.jp2,5318631 Bytes,5318631
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.","Folder 65: Printed material: CIC, 1926-1942 and undated: Scan 83",folder,03823_0065_0083.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4181,4547.jp2,Content/03823/image/4547.jp2,4150760 Bytes,4150760
"North Carolina Commission on Interracial Cooperation Records, 1922-1949",03823,"Series 3. Other Materials, 1922-1949.",Folder 67: Miscellaneous printed material: Scan 17,folder,03823_0067_0017.tif,"For copyright information or permissions questions, see our intellectual property statement ",2012-02-01,2012-02-01,4182,3635.jp2,Content/03823/image/3635.jp2,10362496 Bytes,10362496
