Collection in Repository	Collection Number	Location in Collection	Object	Container Type	filename	Title	Alternative Title	Creator	Contributor	Creation Date	Date	Description	Subject (tgm)	Subject - Name	Subject - Topical	Subject - Geographic	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Repository	Host	Usage Rights	Copyright Holder	Additional Display	Transcription	Caption	Notes	Title Note	Contributor Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	path	Local Identifier	Creator Identifier	Date created	Date modified	Object number	Object file name
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 33	folder	03823_0084_0033.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5031	5167.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 218	folder	03823_0072_0218.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5032	5159.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 23	folder	03823_0075_0023.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5033	5364.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 81	folder	03823_0080_0081.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5034	5531.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 36	folder	03823_0080_0036.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5035	4836.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 151	folder	03823_0072_0151.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5036	5374.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 13	folder	03823_0078_0013.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5037	4629.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 43	folder	03823_0080_0043.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5038	4980.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 79: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 45	folder	03823_0079_0045.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5039	4794.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 2	folder	03823_0086_0002.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5040	4656.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 77: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 25	folder	03823_0077_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5041	5416.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 25	folder	03823_0086_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5042	4623.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 37	folder	03823_0083_0037.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5043	5269.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 122	folder	03823_0072_0122.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5044	5109.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 59	folder	03823_0080_0059.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5045	4724.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 77: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 24	folder	03823_0077_0024.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5046	4824.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 63	folder	03823_0084_0063.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5047	5557.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 25	folder	03823_0078_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5048	5025.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 20	folder	03823_0080_0020.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5049	5157.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 2	folder	03823_0075_0002.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5050	5138.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 62	folder	03823_0084_0062.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5051	4612.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 85: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 11	folder	03823_0085_0011.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5052	5104.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 20	folder	03823_0081_0020.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5053	5036.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 77: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 15	folder	03823_0077_0015.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5054	4985.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 73: Radio program material, 1946-1948 and undated: Scan 62	folder	03823_0073_0062.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5055	5095.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 3	folder	03823_0075_0003.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5056	5164.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 73: Radio program material, 1946-1948 and undated: Scan 23	folder	03823_0073_0023.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5057	4651.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 3	folder	03823_0082_0003.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5058	5147.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 178	folder	03823_0072_0178.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5059	5256.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 85: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 3	folder	03823_0085_0003.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5060	5541.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 48	folder	03823_0084_0048.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5061	5393.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 27	folder	03823_0086_0027.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5062	4660.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 196	folder	03823_0072_0196.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5063	4963.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 223	folder	03823_0072_0223.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5064	5230.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 22	folder	03823_0075_0022.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5065	4857.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 31	folder	03823_0081_0031.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5066	4760.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 64	folder	03823_0078_0064.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5067	5327.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 73	folder	03823_0076_0073.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5068	4706.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 94	folder	03823_0076_0094.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5069	5122.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 55	folder	03823_0080_0055.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5070	5338.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 45	folder	03823_0078_0045.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5071	5044.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 8	folder	03823_0083_0008.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5072	4859.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 77: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 26	folder	03823_0077_0026.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5073	5210.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 27	folder	03823_0075_0027.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5074	5562.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 90	folder	03823_0080_0090.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5075	5224.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 188	folder	03823_0072_0188.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5076	5432.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 85: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 26	folder	03823_0085_0026.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5077	5042.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 24	folder	03823_0075_0024.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5078	4958.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 56	folder	03823_0086_0056.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5079	5139.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 175	folder	03823_0072_0175.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5080	5129.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 120	folder	03823_0072_0120.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5081	5263.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 12	folder	03823_0082_0012.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5082	5352.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 35	folder	03823_0076_0035.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5083	5173.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 25	folder	03823_0082_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5084	5412.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 48	folder	03823_0082_0048.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5085	4960.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 16	folder	03823_0076_0016.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5086	4814.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 35	folder	03823_0083_0035.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5087	4997.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 17	folder	03823_0084_0017.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5088	5462.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 77: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 21	folder	03823_0077_0021.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5089	5501.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 62	folder	03823_0086_0062.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5090	4921.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 73: Radio program material, 1946-1948 and undated: Scan 44	folder	03823_0073_0044.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5091	4927.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 86: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 42	folder	03823_0086_0042.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5092	5056.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 98	folder	03823_0080_0098.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5093	4949.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 127	folder	03823_0072_0127.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5094	4802.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 28	folder	03823_0081_0028.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5095	5119.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 141	folder	03823_0072_0141.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5096	5192.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 73: Radio program material, 1946-1948 and undated: Scan 21	folder	03823_0073_0021.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5097	4723.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 84: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 42	folder	03823_0084_0042.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5098	5384.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 142	folder	03823_0072_0142.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5099	5533.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 48	folder	03823_0080_0048.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5100	5228.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 77: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 6	folder	03823_0077_0006.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5101	5339.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 207	folder	03823_0072_0207.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5102	5428.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 78	folder	03823_0078_0078.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5103	5395.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 78	folder	03823_0076_0078.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5104	5130.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 81: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 25	folder	03823_0081_0025.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5105	5387.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 79: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 14	folder	03823_0079_0014.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5106	5028.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 155	folder	03823_0072_0155.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5107	4727.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 73: Radio program material, 1946-1948 and undated: Scan 57	folder	03823_0073_0057.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5108	4700.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 60	folder	03823_0080_0060.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5109	4873.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 80: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 72	folder	03823_0080_0072.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5110	5508.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 76: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 2	folder	03823_0076_0002.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5111	5029.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 82: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 21	folder	03823_0082_0021.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5112	4745.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 75: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 17	folder	03823_0075_0017.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5113	5419.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 15	folder	03823_0078_0015.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5114	4686.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 40	folder	03823_0078_0040.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5115	4606.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 72: Miscellaneous printed material: Scan 135	folder	03823_0072_0135.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5116	4899.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 83: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 14	folder	03823_0083_0014.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5117	5001.jp2
North Carolina Commission on Interracial Cooperation Records, 1922-1949	03823	Series 3. Other Materials, 1922-1949.	Folder 78: Speeches, reports, and other writings, 1922, 1935-1949, 1974 and undated: Scan 72	folder	03823_0078_0072.tif																		For copyright information or permissions questions, see our intellectual property statement 																																	2012-02-01	2012-02-01	5118	5026.jp2
